Index Keywords,Cited by,EID
Closed form approximations; Cooperative networks; Cooperative systems; Decode-and-forward; Moment-based estimators; Nakagami-m; Nakagami-m fading; Outage performance; outage probability; Relaying transmissions; Simulation result; wireless systems; Cochannel interference,56,2-s2.0-79956223505
Estimation errors; Interconnected observer; Load torques; On-line identification; On-line parameter identification; Permanent Magnet Synchronous Motor; PM synchronous motor; Practical stability; Rotor position; Rotor speed; Sensor less control; Stator resistance; Sufficient conditions; Rotors (windings); Stators; Synchronous motors; Permanent magnets,55,2-s2.0-84866634605
Computer mediated communication; Empirical data; Information flows; Information propagation; Local business; Mass media; Online social networks; Opinion leaders; Social network services; Social search; twitter; Social networking (online),55,2-s2.0-84862524329
Control laws; Control strategies; Measurement Noise; Permanent Magnet Synchronous Motor; Predictive control; Reduced order; System variables; Two-mass system; Variable speed; Control theory; Kalman filters; Speed control; State feedback; Synchronous motors; Variable speed drives; Permanent magnets,55,2-s2.0-84857409176
Differentiable set-valued functions; Fuzzy function; Generalized derivatives; Illustrative examples; Interval differential equations; Interval-valued function; Set-valued functions; Differential equations,55,2-s2.0-79953282911
Cascaded H-bridge converter; Cascaded multilevel converter; DC voltage; Feed-Forward; High-power; Medium voltage; modulation algorithm; Modulation methods; Modulation techniques; Multi-dimensional control; Multi-dimensional modulations; Possible solutions; Switching sequence; Switching time; Algorithms; DC power transmission; Industrial applications; Frequency modulation,55,2-s2.0-78651372897
Classification and clustering; Clustering; Type-2 fuzzy logic; Classification (of information); Pattern recognition; Fuzzy logic,54,2-s2.0-84878338280
Best match; Choice function; Constraint satisfaction problems; Constraints satisfaction; Hyper-heuristics; Hyperheuristic; Multilevel approach; Parameter-tuning; Particle swarm; Particle swarm optimization algorithm; Process indicators; Search trees; Variable ordering heuristics; Weighted Sum; Algorithms; Combinatorial optimization; Forestry; Genetic programming; Particle swarm optimization (PSO); Algorithms; Genetic Engineering; Heuristic Methods; Optimization; Problem Solving; Restraints,54,2-s2.0-84872015521
Parallel connections; Phase feedback; Sinusoidal pulse width modulation; Small-signal analysis; Voltage droop; Computer simulation; Control system analysis; Electric connectors; Electric inverters; Equations of state; Nonlinear feedback; Phase shift; Pulse width modulation; Signal analysis; Mathematical models,54,2-s2.0-80155192988
Decision-making problem; Fuzzy numbers; Hybrid approach; Multi-criteria decision making; Prospect theory; Risk and uncertainty; TODIM; Fuzzy logic; Fuzzy rules; Oil spills; Risks; Decision making,53,2-s2.0-84861338863
Control schemes; Fuzzy self-tuning pid; Gain matrices; Industrial manipulators; Limited torques; Lyapunov stability; Lyapunov theories; PID controllers; PID gains; Proportional integral derivatives; Proportional-integral; Robot arms; Robot control; Robot manipulator; Robotic manipulators; Self-tuning; Self-tuning algorithms; Semi-global; Set-point control; Symmetric positive definite; Two-degree-of-freedom; Asymptotic stability; Flexible manipulators; Industrial robots; Modular robots; Robot applications; Three term control systems; Proportional control systems,53,2-s2.0-84857418837
Adaptation; Credit assignment; Differential Evolution; Numerical optimizations; Strategy selection; Evolutionary algorithms; Numerical methods; Optimization; Problem solving; Differentiation (calculus),53,2-s2.0-80054716148
AC machine; Common mode voltage; Commutation loss; Complete control; Control strategies; DC links; DC voltage; Doubly fed induction generators; Doubly-fed induction generator; Indirect matrix converter; Input and outputs; Machine vector controls; Matrix converter; Modulation strategy; Operating points; Output voltages; Rotor voltage; Synchronous speed; Voltage levels; Voltage source converters; AC generator motors; Asynchronous generators; Counting circuits; Electric fault currents; Modulation; Soft switching; Vector spaces; Power converters,53,2-s2.0-80052370625
dextro phenylalanine triphenylmethyl; phenethylamine triphenylmethyl; phosphonate triphenylmethyl; phosphonochloridate triphenylmethyl; trityl derivative; unclassified drug; antineoplastic activity; article; cancer cell culture; cancer inhibition; cell proliferation; controlled study; data analysis software; drug determination; drug effect; drug mechanism; drug potency; drug research; human; human cell; IC 50; mathematical model; melanoma cell; pharmacophore; prediction; priority journal; process model; process optimization; quantitative structure activity relation; validation process,53,2-s2.0-79959795631
Algebraic approaches; Error probabilities; Lattice networks; Linear combinations; Nested lattice codes; Physical-layer network coding; Principal ideal domain; Smith normal form; Algebra; Decoding; Network coding; Lattice theory,52,2-s2.0-84886714615
Battery backup; Grid-connected modes; inverter; Islanded mode; Reconfigurable control; Energy dissipation; Energy management; DC-DC converters,52,2-s2.0-84870501495
Analysis of algorithms; Complex problems; Dynamic optimization; Future trends; Learning models; Meta heuristics; Multi-objective problem; Parallel executions; Parallel metaheuristics; Parallel models; Parallel optimization; Problem domain; State of the art; Analysis of algorithms; Meta heuristics; Parallel metaheuristics; Communication; Hardware; Heuristic algorithms; Parallel architectures; Parallel processing systems; Research; Parallel processing systems; Problem solving; Communication,52,2-s2.0-84869225076
activating transcription factor 1; angiotensin II; calcium ion; guanosine triphosphatase; phosphatidylinositol 3 kinase; phosphoinositide dependent protein kinase 1; phospholipase C; protein kinase C; protein kinase C beta; reactive oxygen metabolite; reduced nicotinamide adenine dinucleotide phosphate oxidase 1; reduced nicotinamide adenine dinucleotide phosphate oxidase 4; protein kinase C; apoptosis; cell adhesion; cell differentiation; cell proliferation; enzyme activation; enzyme activity; enzyme metabolism; enzyme modification; enzyme phosphorylation; fibroblast; gene expression; human; intracellular signaling; melanoma cell; nonhuman; oxidation reduction state; protein dephosphorylation; review; senescence; signal transduction; animal; enzyme activation; metabolism; oxidation reduction reaction; phosphorylation; signal transduction; Animals; Enzyme Activation; Humans; Oxidation-Reduction; Phosphorylation; Protein Kinase C; Reactive Oxygen Species; Signal Transduction,52,2-s2.0-84866914984
Biorefineries; Chemical species; Optimization approach; Optimization formulations; Optimum networks; Process industries; Processing technologies; Reaction pathways; Renewables; Shortcut method; Structural representation; Technological pathways; Bioconversion; Conceptual design; Optimization; Refining; Synthesis (chemical); Technology,52,2-s2.0-79960343480
ANN; Cascade inverter; Multilevel inverter; Real time; Selective harmonic elimination; SHE; Neural networks; Electric inverters,51,2-s2.0-84873334154
Current controller; Generalized integrators; Resonant controller; Second orders; voltage source converter (VSC); Distributed power generation; Electric current control; Electric power system interconnection; Power converters; Signal processing; Controllers,51,2-s2.0-84857422425
algal extract; antidiabetic agent; antiinfective agent; antiinflammatory agent; antioxidant; cardiovascular agent; central nervous system agents; contraceptive agent; cytotoxic agent; enzyme inhibitor; gastrointestinal agent; Gracilaria arcuata extract; Gracilaria bursa extract; Gracilaria cervicornis extract; Gracilaria chorda extract; Gracilaria coronopifolia extract; Gracilaria corticata extract; Gracilaria debilis extract; Gracilaria domingensis extract; Gracilaria edulis extract; Gracilaria extract; Gracilaria foliifera extract; Gracilaria lichenoides extract; Gracilaria pygmea extract; Gracilaria sjoestedii extract; Gracilaria textorii extract; Gracilaria verrucosa extract; respiratory tract agent; spasmolytic agent; unclassified drug; unindexed drug; anticonvulsive agent; antiinfective agent; antiinflammatory agent; DNA virus; plant extract; allelopathy; antibacterial activity; antifungal activity; antihypertensive activity; antiinflammatory activity; antioxidant activity; antiprotozoal activity; antiviral activity; biological activity; cardiovascular effect; contraception; drug activity; drug cytotoxicity; drug effect; drug mechanism; drug research; drug screening; embryotoxicity; enzyme inhibition; gastrointestinal disease; gastrointestinal tract function; Gracilaria; human; hypoglycemic activity; marine species; nervous system function; nonhuman; respiratory function; review; spasmolysis; toxicity testing; animal; Bacteria; cell survival; chemistry; drug effects; fungus; metabolism; nervous system; RNA virus; thrombocyte aggregation; algae; Bacteria (microorganisms); Gracilaria; Animals; Anti-Infective Agents; Anti-Inflammatory Agents; Anticonvulsants; Bacteria; Cell Survival; DNA Viruses; Fungi; Gracilaria; Humans; Nervous System; Plant Extracts; Platelet Aggregation; RNA Viruses,51,2-s2.0-79960886996
