EID,Cited by,Index Keywords,DOI,Link,,,,"SUBJAREA ( econ )  AND  ( PUBYEAR  <  2016  AND  PUBYEAR  >  2010 )  AND  ( LIMIT-TO ( SRCTYPE ,  ""j"" ) )"
2-s2.0-78649330971,132,Combinatorial optimization problems; Communication behavior; Evolutionary computation techniques; Flexible job-shop problem; Flexible job-shop scheduling; Flexible job-shop scheduling problem; Job shop scheduling problems; Job-shop; Local search; Local search algorithm; Multi objective; New approaches; Particle swarm; Particle swarm algorithm; Algorithms; Combinatorial optimization; Particle swarm optimization (PSO); Multiobjective optimization,10.1016/j.ijpe.2010.08.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649330971&partnerID=40&md5=8877f996192426f2a05844d9851951ed,,,,
2-s2.0-81855205182,131,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81855205182&partnerID=40&md5=44b1014a57ec616846efbb0de89c12ea,,,,
2-s2.0-79952346399,131,,10.1509/jmkg.75.1.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952346399&partnerID=40&md5=e249c95cf35a0a1e4a43043aa8a2a8ce,,,,
2-s2.0-84875778414,130,automation; database; input-output analysis; optimization; standardization; time series; visualization,10.1080/09535314.2013.769938,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875778414&partnerID=40&md5=f09c29e817f1eb06fb126228c66bc85d,,,,
2-s2.0-80052687117,130,,10.1111/j.1540-6261.2011.01688.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052687117&partnerID=40&md5=e0bab3021d4434325bfe0ed7383f0aa2,,,,
2-s2.0-78751539206,130,,10.1111/j.1540-6520.2010.00424.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751539206&partnerID=40&md5=444a3799e5618c337c872d7595bea455,,,,
2-s2.0-79959372122,129,,10.1509/jmkg.75.4.35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959372122&partnerID=40&md5=6b35ffe3c33dfd686c28691f6b35e418,,,,
2-s2.0-79851508627,129,,10.1016/j.jfineco.2010.10.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79851508627&partnerID=40&md5=e64a4e771073ad101c093347ac93f946,,,,
2-s2.0-79956226442,128,,10.1177/1469540510390500,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956226442&partnerID=40&md5=e4723ab6e5bec96d06f56642e4336bb3,,,,
2-s2.0-84861836907,126,Operations management; Practical problems; Qualitative factors; Analytic hierarchy process; Factor analysis; Research; Reviews; Supply chains; Hierarchical systems,10.1016/j.ijpe.2012.03.036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861836907&partnerID=40&md5=788fc2e8bf02297f8904adb6bcc73513,,,,
2-s2.0-78650376909,126,,10.1177/0149206310390963,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650376909&partnerID=40&md5=ba0fb9a4239fe7062e65508536768cf5,,,,
2-s2.0-79960550629,125,,10.1111/j.1540-6261.2011.01671.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960550629&partnerID=40&md5=896c370e573a309c5f71b5a5ae03860b,,,,
2-s2.0-79959197981,125,,10.1057/jibs.2011.19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959197981&partnerID=40&md5=1332608fdec1f731a4b6eadf4fe5acb7,,,,
2-s2.0-78650310666,125,Gasoline prices; Hybrid vehicles; Tax incentive; Tax salience; Technology adoption; Automobiles; Costs; Electric vehicles; Fuel economy; Fuels; Gasoline; Land vehicle propulsion; Sales; Taxation; environmental economics; environmental protection; environmental tax; environmental technology; environmental values; technology adoption; vehicle component,10.1016/j.jeem.2010.05.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650310666&partnerID=40&md5=15948d70f5744cad9bf72f76880e2eb3,,,,
2-s2.0-84874100150,124,database; global economy; input-output analysis; international trade,10.1080/09535314.2012.761180,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874100150&partnerID=40&md5=c230d08673513706d56a5811590e4b68,,,,
2-s2.0-84871180913,123,,10.2469/faj.v68.n6.5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871180913&partnerID=40&md5=be838d1dc27a76c05a0c04720749f7f6,,,,
2-s2.0-80155175155,123,,10.2308/accr-10196,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155175155&partnerID=40&md5=616c10f1d7d0983fe370144b9529d8fb,,,,
2-s2.0-79251550143,123,,10.1111/j.1540-6229.2010.00286.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251550143&partnerID=40&md5=cf5425a394bbfb88e3304d1525f92156,,,,
2-s2.0-80051905136,122,,10.1177/0149206310390219,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051905136&partnerID=40&md5=2a59e8e44304f4dca6239e98adf0b064,,,,
2-s2.0-79960407933,122,,10.1016/j.jfineco.2011.03.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960407933&partnerID=40&md5=2b25aa144b778abeb9da9b4092cf2fb7,,,,
2-s2.0-79951727261,122,educational attainment; emigration; income; international migration; labor migration; OECD; skilled labor; wage,10.1016/j.jdeveco.2010.06.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951727261&partnerID=40&md5=a7129ad63b3b77faa8f2faea1832dcf7,,,,
2-s2.0-84874540167,121,Combinatorial optimization problems; Core problems; Disassembly; Industrial context; Industrial environments; Line balancing; Line balancing problem; Line configuration; Manual assembly; NP-hard; Objective functions; Recent researches; State-of-the-art; Assembly; Combinatorial optimization; Industrial research; Machining; Manufacture; Mathematical models; Reviews; Robotic assembly; Surveys,10.1016/j.ijpe.2012.10.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874540167&partnerID=40&md5=99d0b1d754636a97682ab8e0568c05e5,,,,
2-s2.0-79959358965,121,,10.1509/jmkg.75.4.132,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959358965&partnerID=40&md5=72d05cfb6d6a51cd0c69dfd1943a8c61,,,,
2-s2.0-79959342437,121,,10.1509/jmkr.48.3.425,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959342437&partnerID=40&md5=70f2e9b7c1987632499143201a0a1aa7,,,,
2-s2.0-79952329478,121,,10.1509/jmkg.75.1.16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952329478&partnerID=40&md5=432ca5afbb002b1a7f806f3423ac5d71,,,,
2-s2.0-80855129384,120,,10.1509/jmkr.48.5.869,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80855129384&partnerID=40&md5=efcf6369e914d42fabe8ee19b6b5319b,,,,
2-s2.0-80051741154,120,empirical analysis; general equilibrium analysis; heterogeneity; numerical model; prediction; time series analysis; trade liberalization; trade policy,10.1093/qje/qjr021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051741154&partnerID=40&md5=dc33c04dbc49f000825443d3ea7091ac,,,,
2-s2.0-78751608008,120,,10.1108/10662241111104884,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751608008&partnerID=40&md5=5d29083e2be22d63555e25bfbc7e29f8,,,,
2-s2.0-84860390499,119,,10.1257/aer.101.5.2108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860390499&partnerID=40&md5=bb853e78346cd80695400bfc400d8402,,,,
2-s2.0-79959368670,119,economic growth; industrial development; industrial performance; manufacturing; regional development; structural change; temporal variation; Linkoping; Ostergotland; Sweden,10.1111/j.1944-8287.2011.01121.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959368670&partnerID=40&md5=74221de0c696d906b171c9bcf520edba,,,,
2-s2.0-84874573760,118,catch statistics; conservation management; ecosystem management; fishery management; mortality risk; population decline; restoration ecology; shark; stock assessment,10.1016/j.marpol.2012.12.034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874573760&partnerID=40&md5=8c3fbc6c5f970d819eb3575ad9a42d17,,,,
2-s2.0-84867795003,118,,10.1257/jep.26.3.49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867795003&partnerID=40&md5=5407731d442c6724ffc36d31b9d3ee98,,,,
2-s2.0-80053062363,118,,10.1111/j.1540-6261.2011.01685.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053062363&partnerID=40&md5=37bda918783c88b1c4d655df52d5ba19,,,,
2-s2.0-79960839886,118,,10.1007/s10683-011-9272-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960839886&partnerID=40&md5=cd7052386122b3122ed08349131d930f,,,,
2-s2.0-79959327127,118,,10.1509/jmkg.75.4.183,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959327127&partnerID=40&md5=f2797bdcb250face631e1dd80c86fca8,,,,
2-s2.0-84877775726,117,,10.1257/aer.103.5.1553,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877775726&partnerID=40&md5=ef21680f5f81dfbb6d52cf37d7d6ece4,,,,
2-s2.0-84870393213,117,Data characteristics; Future applications; Management journals; Model evaluation; Multivariate analysis methods; Partial least square (PLS); Rigorous research; Strategic management; Structural equation modeling; Publishing; Strategic planning; Research; least squares method; modeling; multivariate analysis; strategic approach,10.1016/j.lrp.2012.09.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870393213&partnerID=40&md5=167ceb882e0617df35d534283735e67a,,,,
2-s2.0-84859336965,117,,10.1080/14747731.2011.621287,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859336965&partnerID=40&md5=66188a25c45975c913f5c90e1e08dbfc,,,,
2-s2.0-79957988401,117,,10.1016/j.jfineco.2011.03.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957988401&partnerID=40&md5=bc60644fa8f34f1ef432b486a730ba54,,,,
2-s2.0-80051757175,116,,10.1146/annurev-economics-111809-125114,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051757175&partnerID=40&md5=d7ec35ed0b810d9528a35f45b55d62ce,,,,
2-s2.0-79955367626,116,,10.1509/jmkr.48.2.238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955367626&partnerID=40&md5=a4c57e353e0f0713fe48f12f65570ce9,,,,
2-s2.0-79952539134,116,Business organizations; Ecodesign; Economic benefits; Environmental outcome; Environmental sustainability; Environmentally friendly products; Green purchasing; Green supply chain; Green supply chain outcomes; ISO 14001; Mail surveys; Malaysia; Manufacturing companies; Performance outcome; Positive effects; Resource utilizations; Reverse logistics; Manufacture; Supply chain management; Supply chains; Surveys; Sustainable development; Cost reduction; manufacturing; standardization; sustainability; technology adoption; article; cost control; environmental management; environmental sustainability; green supply chain initiative; Malaysia; packaging; product development; purchasing; resource management; structured questionnaire; Malaysia,10.1016/j.resconrec.2010.09.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952539134&partnerID=40&md5=7475d276954aefaaef759a087c055a4c,,,,
2-s2.0-84861457867,115,community resource management; cost-benefit analysis; data set; discrete choice analysis; empirical analysis; energy use; environmental impact; environmental policy; hazardous waste; pollution tax; regulatory approach,10.1016/j.ecolecon.2012.04.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861457867&partnerID=40&md5=4c450683ae385d8bcf422eb69e7183a9,,,,
2-s2.0-84155165065,115,Descriptive analysis; Integrated inventory model; Inventory management; Inventory replenishment; Lot size; Supply chain coordination; System costs; Inventory control; Reviews; Supply chains,10.1016/j.ijpe.2011.10.026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84155165065&partnerID=40&md5=7f4b8e0126822e5a53acf29b91e0be68,,,,
2-s2.0-79951933950,115,,10.1111/j.1468-2354.2010.00625.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951933950&partnerID=40&md5=0fb1cabf741baca1672bf23de858b456,,,,
2-s2.0-84884183185,114,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884183185&partnerID=40&md5=3d1ff14ef9c22d774b3cc45972d23137,,,,
2-s2.0-84856885974,114,,10.1257/aer.102.1.238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856885974&partnerID=40&md5=463b9c8dd48490cb8f8216f707852b1a,,,,
2-s2.0-79952591779,114,Average values; Bullwhip effects; Empirical analysis; Manufacturing plant; matrix; Performance criterion; Potential impacts; Safety stock; Supply chain performance; Supply chain risk; Supply chain risk management; Automotive industry; Cluster analysis; Probability; Risk analysis; Risk assessment; Risk management; Supply chain management,10.1016/j.ijpe.2009.10.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952591779&partnerID=40&md5=6fecb802a518355c19cbc10f731d5c2c,,,,
2-s2.0-78751691006,114,ammonia; fertilizer application; methane; nitrogen cycle; phosphorus cycle; Animalia,10.1016/j.foodpol.2010.11.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751691006&partnerID=40&md5=0d22aa10008400c7d61d16afd7099613,,,,
2-s2.0-84873373226,113,,10.1257/jep.26.4.43,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873373226&partnerID=40&md5=a2f2bce1cdc96905740208d25bfd7658,,,,
2-s2.0-84862208566,113,climate change; ecological economics; environmental policy; interdisciplinary approach; numerical model; research work; sustainability,10.1016/j.ecolecon.2012.04.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862208566&partnerID=40&md5=2d563b8a44c30748f3efa2a0caefc613,,,,
2-s2.0-79951527977,113,,10.3982/ECTA5771,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951527977&partnerID=40&md5=e30806ac368526d363b4b3717249b391,,,,
2-s2.0-78449245457,113,,10.1198/jbes.2009.07333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78449245457&partnerID=40&md5=3b329b083b484b8a218c18d19baeb834,,,,
2-s2.0-84876512595,112,,10.1509/jmr.12.0420,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876512595&partnerID=40&md5=810e5dc4204fa35d7a0db7f11c987814,,,,
2-s2.0-84856951625,112,female; firm size; price determination; quota system; stock market; valuation,10.1093/qje/qjr049,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856951625&partnerID=40&md5=e43a7eedc0a2d74df83194414ba20de6,,,,
2-s2.0-84860388870,112,,10.1257/aer.101.5.1739,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860388870&partnerID=40&md5=a31e52bc428bfaa3ef082f589ea3f603,,,,
2-s2.0-78751698739,112,aggregate; agroforestry; alternative agriculture; biodiversity; carbon sequestration; climate change; deforestation; ecosystem function; ecosystem service; emission control; food production; food security; intercropping; nitrification; nitrogen; nitrous oxide; nutrient enrichment; organic carbon; phosphorus; recycling; rhizosphere; root; sedimentation; soil erosion; soil management; soil organic matter; soil property; soil structure; sustainability; tillage,10.1016/j.foodpol.2010.11.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751698739&partnerID=40&md5=641c990e66b8e26b5b168e261132c4c1,,,,
2-s2.0-84885783128,111,,10.1257/aer.103.6.2121,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885783128&partnerID=40&md5=94025d5b22ed90603a921b6bfa489be4,,,,
2-s2.0-84860388805,111,,10.1257/aer.101.5.2132,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860388805&partnerID=40&md5=e1062c55764c251ef64faac6209458d5,,,,
2-s2.0-77957899504,111,,10.1016/j.jbankfin.2010.07.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957899504&partnerID=40&md5=3ff80b7ccf537b07f6a0f68c49fc9444,,,,
2-s2.0-84862620851,110,,10.1257/aer.102.4.1692,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862620851&partnerID=40&md5=940f209e84e9a5a74ea1e410c41fa3c2,,,,
2-s2.0-83755178241,110,,10.1093/ser/mwr030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83755178241&partnerID=40&md5=2a89c4a127e69a5157202691c1959372,,,,
2-s2.0-81855165941,110,,10.1509/jm.10.0088,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81855165941&partnerID=40&md5=fcc7cb4ef23c311a27619ff70292e8a6,,,,
2-s2.0-80052243933,110,Bayesian analysis; information processing; learning; model test; observational method; social network; stochasticity; theoretical study,10.1093/restud/rdr004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052243933&partnerID=40&md5=09aafcc76c4dadeeeb60069efd55e2b2,,,,
2-s2.0-78751681566,110,agricultural production; biofuel; carbon emission; climate change; competition (economics); cultivation; demand analysis; emission control; energy market; food market; greenhouse gas; innovation; integrated approach; land market; land use change; natural resource; sustainability; Brazil; Europe; United States,10.1016/j.foodpol.2010.11.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751681566&partnerID=40&md5=1ff19268196d90e22fb0ba14049596c9,,,,
2-s2.0-84859793066,109,,10.1257/jep.26.1.3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859793066&partnerID=40&md5=270fe42b75c8d7f1844bdd32e46833b9,,,,
2-s2.0-84861874651,109,,10.1017/S1355770X12000137,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861874651&partnerID=40&md5=0a0923ae941e217aceb9890cd7afd59e,,,,
2-s2.0-80052344682,109,,10.1007/s11123-011-0230-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052344682&partnerID=40&md5=87b7ec415b9151785b9d59a1d63d7686,,,,
2-s2.0-79955043170,109,,10.1257/aer.101.2.556,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955043170&partnerID=40&md5=3eedb9f50f4c8e093f76d6ae4afcd789,,,,
2-s2.0-79955015642,108,,10.1016/j.jpubeco.2010.11.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955015642&partnerID=40&md5=6d03e0f5bd6996cd0f4a362e0959a7a9,,,,
2-s2.0-79958127040,108,,10.1177/0149206310385943,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958127040&partnerID=40&md5=928a85bb499bd206f2fd6d877499eb58,,,,
2-s2.0-79952426341,108,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952426341&partnerID=40&md5=d7fb4e583f0afad5699c7baabe60131e,,,,
2-s2.0-84860490031,107,,10.1007/s10290-011-0116-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860490031&partnerID=40&md5=8d40ce6eeba4491a3859b7d9063f07d6,,,,
2-s2.0-79957978751,107,Current estimates; End-of-life; Industrial ecology; Inherent limitations; Metal recycling; Old scrap ratio (OSR); Primary materials; Recycled content (RC); Recycling efficiency; Recycling process; Recycling rate; Scrap flow; Scrap ratio; Sustainability strategies; Chromium; Cobalt; Copper; Copper scrap; Efficiency; Iron scrap; Manganese; Metals; Niobium; Palladium; Platinum; Recycling; Rhenium; Rhodium; Ruthenium; Tin; Titanium; Zinc scrap; Scrap metal reprocessing; cost-benefit analysis; estimation method; heavy metal; industrial ecology; recycling; sustainability,10.1111/j.1530-9290.2011.00342.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957978751&partnerID=40&md5=06bee5488222b6f1e6e679faf1af7bd4,,,,
